name,habitat,historical_period,size_weight,characterstics,image_url
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/GMJCwpzUiGb3v1LQhxuSMsdjIdI=/1200x800/filters:no_upscale():max_bytes(150000):strip_icc()/regaliceratopsRT-58b9c10a3df78c353c321758.jpg
,,Woodlands of eastern Asia,,,https://www.thoughtco.com/thmb/yAuhaRvdo4ch9f233ibbWUUP7vQ=/800x791/filters:no_upscale():max_bytes(150000):strip_icc()/sinoceratopsWC-58b9c0fe5f9b58af5ca16383.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/NP56rSVYkI5oyZ7S4s64NDvgmX8=/640x422/filters:no_upscale():max_bytes(150000):strip_icc()/tatankaceratopsNT-58b9c0f15f9b58af5ca15905.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/fNLLMk8kNqmcLZ3z9AKp1HdIwQs=/640x632/filters:no_upscale():max_bytes(150000):strip_icc()/titanoceratopsWC-58b9a8695f9b58af5c893a1a.jpg
,,Woodlands of western North America,,,https://www.thoughtco.com/thmb/6370cwKPyOqFhsKqSK27xUdVCz8=/2398x1305/filters:no_upscale():max_bytes(150000):strip_icc()/torosaurusWC-58b9c0e73df78c353c3201ea.jpg
,,Deserts of central Asia,,,https://www.thoughtco.com/thmb/zRqMMgarrYBrUS6kb0L5MZQWmXM=/900x528/filters:no_upscale():max_bytes(150000):strip_icc()/udanoceratopsAA-58b9c0db5f9b58af5ca14b99.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/P5cDo_61ZMZoFGH1NRsHUH9sb8k=/620x486/filters:no_upscale():max_bytes(150000):strip_icc()/unescoceratops-58b9c0d75f9b58af5ca14768.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/BelOj6AZ4BcroRJVCIYknavbQlA=/441x363/filters:no_upscale():max_bytes(150000):strip_icc()/utahceratopsUU-58b9b33a5f9b58af5c9b4b4f.jpg
,,Woodlands of western North America,,,https://www.thoughtco.com/thmb/B9YWBA0bvsZ2UH9N1jETrCUypQ8=/800x524/filters:no_upscale():max_bytes(150000):strip_icc()/vagaceratopsCMN-58b9c0cf3df78c353c31f04e.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/xhURaPJ-LvhMTFkFYN29yM8FhJc=/970x546/filters:no_upscale():max_bytes(150000):strip_icc()/wendiceratops-58b9c0c85f9b58af5ca13b26.png
,,Late Cretaceous (80 million years ago),,,https://www.thoughtco.com/thmb/CjQ_6MgwjrR-bbWSMHDthUYuLmI=/1280x720/filters:no_upscale():max_bytes(150000):strip_icc()/xenoceratopsJC-58b9c0c15f9b58af5ca13785.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/4L2RcrXl5NR-1eay9zk234U8jdU=/616x600/filters:no_upscale():max_bytes(150000):strip_icc()/xuanhuaceratopsWC-58b9c0bd5f9b58af5ca13403.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/gyjj_32QobfT_T3T-QdhN0Bg1tk=/600x288/filters:no_upscale():max_bytes(150000):strip_icc()/NTyamaceratops-58b9c0b93df78c353c31deb0.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/uoqjJt2xuReW9PPkU8axBKaM7O4=/1200x800/filters:no_upscale():max_bytes(150000):strip_icc()/yinlongWC-58b9c0b53df78c353c31dc1e.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/-XiaPRqtuD6LiH_XmlLs3pSUUwE=/640x398/filters:no_upscale():max_bytes(150000):strip_icc()/zhuchengceratopsNT-58b9c0b05f9b58af5ca127a0.jpg
,,Woodlands of western North America,,,https://www.thoughtco.com/thmb/7hIx_QHTLJsZp32LglbUorKIU5s=/3648x2736/filters:no_upscale():max_bytes(150000):strip_icc()/zuniceratopsWC-58b9c0a83df78c353c31d147.jpg
The name,", and that pretty much sums up this","discovery important is that the nesting grounds of this dinosaur—complete with eggs, hatchlings, and juveniles—were discovered in an area of Montana, shedding light on exactly what was happening there 70 million years ago. All of the dinosaurs were instantly killed and the entire scene was well preserved in a volcanic ashfall. Information gleaned from this discovery included:","hunted by Troodons (small, bird-like dinosaurs) and adults preyed upon by much larger Tyrannosaurs (also known as tyrant lizards). The specimens of the","or ""good mother lizard,"" another plant-eating duckbill dinosaur that left abundant evidence of its social behavior.)",https://www.thoughtco.com/thmb/5HbWaib4nAYZn7D33L9Ny-mpG0k=/3219x2353/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-82828353-2d9022d99334448fb25f5b9ad1a5fc5a.jpg
"Alxasaurus (Greek for ""Alxa desert lizard""); pronounced ALK-sah-SORE-us",Woodlands of Central Asia,Middle Cretaceous (110-100 million years ago),About 12 feet long and a few hundred pounds,Plants,
"Beipiaosaurus (Greek for ""Beipiao lizard""); pronounced BAY-pee-ow-SORE-us",Woodlands of Asia,Early Cretaceous (125 million years ago),About seven feet long and 75 pounds,Plants,https://www.thoughtco.com/thmb/I2Py-VLx-JVEwG-2nQyEY6p5LKY=/800x421/filters:no_upscale():max_bytes(150000):strip_icc()/beipiaosaurus-58b9c57b3df78c353c361966.png
"Enigmosaurus (Greek for ""puzzle lizard""); pronounced eh-NIHG-moe-SORE-us",Woodlands of central Asia,Late Cretaceous (75-65 million years ago),,,https://www.thoughtco.com/thmb/7ZzAwg16DVW5PhV4_ceG26ZL3F8=/634x300/filters:no_upscale():max_bytes(150000):strip_icc()/enigmosaurusWC-58b9c5793df78c353c3617fc.png
"Erliansaurus (Greek for ""Erlian lizard""); pronounced UR-lee-an-SORE-us",Plains of central Asia,Late Cretaceous (75-65 million years ago),About 12 feet long and half a ton,Plants,https://www.thoughtco.com/thmb/p_avmymuJeO6Yvezgt0LHGLLkQs=/800x539/filters:no_upscale():max_bytes(150000):strip_icc()/erliansaurusWC-58b9c5763df78c353c3616b3.jpg
"Erlikosaurus (Mongolian/Greek for ""lizard king of the dead""); pronounced UR-lick-oh-SORE-us",Woodlands of Central Asia,Late Cretaceous (80 million years ago),About 20 feet long and 500 pounds,Plants,https://www.thoughtco.com/thmb/2VTo2jU4aCm3QnVARfqEscFtfA8=/1742x1280/filters:no_upscale():max_bytes(150000):strip_icc()/erlikosaurusSK-58b9c5733df78c353c361486.jpg
"Falcarius (Greek for ""sickle bearer""); pronounced fal-cah-RYE-us",Woodlands of North America,Early Cretaceous (130-125 million years ago),About 13 feet long and 500 pounds,Plants,https://www.thoughtco.com/thmb/eiQu9VA1MKTYCT-mNiIYD2snwDg=/800x508/filters:no_upscale():max_bytes(150000):strip_icc()/falcarius-58b9c56d3df78c353c36131d.jpg
"Jianchangosaurus (Greek for ""Jianchang lizard""); pronounced jee-ON-chang-oh-SORE-us",Woodlands of Asia,Early Cretaceous (125 million years ago),About 6-7 feet long and 150-200 pounds,Unknown; possibly omnivorous,https://www.thoughtco.com/thmb/J07xUevXDQAZ49dA3xjDFGf1VPc=/599x525/filters:no_upscale():max_bytes(150000):strip_icc()/jianchangosaurusWC-58b9c5673df78c353c3611a8.png
"Nanshiungosaurus (Greek for ""Nanshiung lizard""); pronounced nan-SHUNG-oh-SORE-us",Woodlands of Asia,Early Cretaceous (125 million years ago),"About 20 feet long and 500-1,000 pounds",Probably omnivorous,https://www.thoughtco.com/thmb/y5SlKRT1ETy0ilbbWciGM48V5p0=/800x551/filters:no_upscale():max_bytes(150000):strip_icc()/nanshiungosaurusWC-58b9c55e5f9b58af5ca58d44.png
"Neimongosaurus (Mongolian/Greek for ""inner Mongolian lizard""); pronounced nigh-MONG-oh-SORE-us",Woodlands of central Asia,Middle Cretaceous (90 million years ago),About seven feet long and 100 pounds,Plants,https://www.thoughtco.com/thmb/qRmQQ1Cqxx5r189UBohmjNe3NaE=/940x725/filters:no_upscale():max_bytes(150000):strip_icc()/neimongosaurusWC-58b9c55c3df78c353c360a0b.jpg
"Nothronychus (Greek for ""sloth claw""); pronounced no-throw-NIKE-us",Southern North America,Middle-Late Cretaceous (90 million years ago),About 15 feet long and 1 ton,Plants,https://www.thoughtco.com/thmb/HWrd2_cIVvg4W_-Uy3XNNPSWQ6U=/594x405/filters:no_upscale():max_bytes(150000):strip_icc()/51093196-58b9c55a3df78c353c3608bf.jpg
"Segnosaurus (Greek for ""slow lizard""); pronounced SEG-no-SORE-us",Woodlands of Central Asia,Middle Cretaceous (90 million years ago),"About 15-20 feet long and 1,000 pounds",Probably omnivorous,https://www.thoughtco.com/thmb/lMLETfyW3vu8BBrEW0XUfeDYPdQ=/751x600/filters:no_upscale():max_bytes(150000):strip_icc()/segnosaurus-58b9c5583df78c353c36077b.jpg
"Suzhousaurus (Greek for ""Suzhou lizard""); pronounced SOO-zhoo-SORE-us",Woodlands of Asia,Early Cretaceous (125 million years ago),About 20 feet long and 500 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/w-Hi9niwA4otSXHrOXxn6POsSm4=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/suzhousaurusWC-58b9c5553df78c353c36064c.JPG
,"Adasaurus (Greek for ""Ada lizard""); pronounced AY-dah-SORE-us",,,Late Cretaceous (75-65 million years ago),https://www.thoughtco.com/thmb/n-DFqFcrWcbrd0hh6QLTfGSYXRA=/1500x521/filters:no_upscale():max_bytes(150000):strip_icc()/adasaurusEC-58b9b9ca5f9b58af5c9cd65c.jpg
,"Atrociraptor (Greek for ""cruel thief""); pronounced ah-TROSS-ih-rap-tore",,,Late Cretaceous (70 million years ago),https://www.thoughtco.com/thmb/9EaIFg_uzxgvIBUFtvShaSIXGTM=/2058x962/filters:no_upscale():max_bytes(150000):strip_icc()/atrociraptorWC-58b9b9c75f9b58af5c9cd658.jpg
,"Austroraptor (Greek for ""southern thief""); pronounced AW-stroh-rap-tore",,,Late Cretaceous (70 million years ago),https://www.thoughtco.com/thmb/9xdTQ18A9D0QmUgTgXOZr7IJYdU=/3063x1884/filters:no_upscale():max_bytes(150000):strip_icc()/austroraptorWC-58b9b9c25f9b58af5c9cd653.JPG
,"Balaur (Romanian for ""dragon""); pronounced BAH-lore",,,Late Cretaceous (70-65 million years ago),https://www.thoughtco.com/thmb/Ul5_MhmE4oRijAEHrvGUgRDR3Ys=/8566x2771/filters:no_upscale():max_bytes(150000):strip_icc()/Balaur-3fa391e9bd814108a4db8e3648ebccfc.png
,"Buitreraptor (combination Spanish/Greek for ""vulture thief""); pronounced BWEE-tray-rap-tore",,,Late Cretaceous (90 million years ago),https://www.thoughtco.com/thmb/WiQz0OcMYEAULabA6jgqMMnYsc8=/1695x1316/filters:no_upscale():max_bytes(150000):strip_icc()/Buitreraptor-Deinonychus-e83f10b4cfd148dc8bf59525454452b2.jpg
,"Changyuraptor (Greek for ""Changyu thief""); pronounced CHANG-yoo-rap-tore",,,Early Cretaceous (125 million years ago),https://www.thoughtco.com/thmb/6cNM6-VyKYtSitbdKDJWU7sOyno=/5300x2991/filters:no_upscale():max_bytes(150000):strip_icc()/Changyuraptor-a71a2b19e77a40f19550337d8ba48770.jpg
,"Cryptovolans (Greek for ""hidden flyer""); pronounced CRIP-toe-VO-lanz",,,Early Cretaceous (130-120 million years ago),https://www.thoughtco.com/thmb/1oXMjSBzT7B_StZhCUUeC4fiPrU=/780x511/filters:no_upscale():max_bytes(150000):strip_icc()/Cryptovolans.czerkas.2002.coppy-98c6d46c8fe24925b306af02e0222f09.jpg
,"Dromaeosauroides (Greek for ""like Dromaeosaurus""); pronounced DROE-may-oh-SORE-oy-deez",,,Early Cretaceous (140 million years ago),https://www.thoughtco.com/thmb/nuoFrUzOq5RZTs-E3e5TnTd4LBc=/2737x1398/filters:no_upscale():max_bytes(150000):strip_icc()/dromaeosauroidesWC-58b9b9a53df78c353c2dbd9a.jpg
,"Dromaeosaurus (Greek for ""running lizard""); pronounced DRO-may-oh-SORE-us",,,Late Cretaceous (75 million years ago),https://www.thoughtco.com/thmb/3hPGDQeF0D9ay6gX4m8FtxHlccg=/1815x1272/filters:no_upscale():max_bytes(150000):strip_icc()/dromaeosaurusWC-58b9a9cb3df78c353c1d5ef2.jpg
,"Graciliraptor (Greek for ""graceful thief""); pronounced grah-SILL-ih-rap-tore",,,Early Cretaceous (125 million years ago),https://www.thoughtco.com/thmb/BYLNvjzmGMRS0O7UGVCAE-CP2kQ=/800x361/filters:no_upscale():max_bytes(150000):strip_icc()/graciliraptorWC-58b9b99e3df78c353c2dbd62.jpg
,"Linheraptor (Greek for ""Linhe hunter""); pronounced LIN-heh-rap-tore",,,Late Cretaceous (85-75 million years ago),https://www.thoughtco.com/thmb/WR5TsBk4HgeDZ5MJZhxvVLgZOO8=/800x605/filters:no_upscale():max_bytes(150000):strip_icc()/linheraptorWC-58b9b99b3df78c353c2dbd4b.jpg
,"Luanchuanraptor (Greek for ""Luanchuan thief""); pronounced loo-WAN-chwan-rap-tore",,,Late Cretaceous (70 million years ago),https://www.thoughtco.com/thmb/1jtS_Q6EoN-vGbir3oVe59NXFAU=/1024x622/filters:no_upscale():max_bytes(150000):strip_icc()/luanchuanraptorWC-58b9b9983df78c353c2dbd27.jpg
,"Neuquenraptor (Greek for ""Neuquen thief""); pronounced NOY-kwen-rap-tore",,,Late Cretaceous (90 million years ago),https://www.thoughtco.com/thmb/QTW5XfjIsn_LIqpDSQmwwczHI-M=/1902x831/filters:no_upscale():max_bytes(150000):strip_icc()/Neuquenraptor_argentinus_PaleoGeek_W1-8281a201918d49e686bd345b869bdac4.png
,,,Woodlands of western Europe,,https://www.thoughtco.com/thmb/0f1yHhhNDp5cmWkvsck8cMcAsmE=/1078x668/filters:no_upscale():max_bytes(150000):strip_icc()/Purbeck_lagoon-c6b52ea6f9d04f4cb1bcc671c889eda8.jpg
,"Pamparaptor (Greek for ""Pampas thief""); pronounced PAM-pah-rap-tore",,,Late Cretaceous (90-85 million years ago),https://www.thoughtco.com/thmb/lMDXDc6NJQBHiHyIPkxT5lc6qtk=/800x560/filters:no_upscale():max_bytes(150000):strip_icc()/pamparaptorEM-58b9b9893df78c353c2dbcd5.png
,,,Plains of western Europe,,https://www.thoughtco.com/thmb/iTRkHiNcWF0cuCkhuiIGVEtpFSM=/5314x2281/filters:no_upscale():max_bytes(150000):strip_icc()/Pyroraptor_fossil_01-bcac1248b1af4d8c8f181cd05526c82d.png
,"Rahonavis (Greek for ""cloud bird""); pronounced RAH-hoe-NAY-viss",,,,https://www.thoughtco.com/thmb/0OFpxC8085pRNMgtHtyuRj3kKKg=/1024x683/filters:no_upscale():max_bytes(150000):strip_icc()/rahonavisWC-58b9a9b95f9b58af5c8c3ed2.jpg
,"Saurornitholestes (Greek for ""lizard-bird thief""); pronounced sore-OR-nith-oh-LESS-tease",,,Late Cretaceous (75 million years ago),https://www.thoughtco.com/thmb/DVnQq1X6ojBZOww-Xvrq_fqSFvQ=/1200x776/filters:no_upscale():max_bytes(150000):strip_icc()/saurornitholestesEW-58b9a9b43df78c353c1d2cc3.jpg
,"Shanag (after the Buddhist ""Cham Dance""); pronounced SHAH-nag",,,Early Cretaceous (130 million years ago),https://www.thoughtco.com/thmb/ASH6xUqawePYJxOodPH-PPu_nEM=/3951x2277/filters:no_upscale():max_bytes(150000):strip_icc()/Sinornithosaurus-8ed9a5dd527f4992844141bfacf6ff0b.jpg
,,Plains of South America,,,https://www.thoughtco.com/thmb/k4mS1ah2iHbjpnE9Hd52BI2Uj9U=/750x437/filters:no_upscale():max_bytes(150000):strip_icc()/unenlagiaSK-58b9a9a33df78c353c1d0633.jpg
,,,Woodlands of western Europe,,https://www.thoughtco.com/thmb/xFrDvFJna5pUqgINC-44bFqiobY=/1024x768/filters:no_upscale():max_bytes(150000):strip_icc()/Variraptor_mechinorum-8f23b8bbc6554fda95d3ab35b4b2a0b6.jpg
,"Zhenyuanlong (Chinese for ""Zhenyuan's dragon""); pronounced zhen-yan-LONG",,,Early Cretaceous (125 million years ago),https://www.thoughtco.com/thmb/YSo9CebGRTvjKlwvNXnELXgFWJs=/1200x863/filters:no_upscale():max_bytes(150000):strip_icc()/Zhenyuanlong_life_restoration-2e6371185c974f7980e4692950a8eea2.jpg
"Acanthopholis (Greek for ""spiny scales""); pronounced ah-can-THOFF-oh-liss",Woodlands of western Europe,Middle Cretaceous (110-100 million years ago),About 13 feet long and 800 pounds,Plants,https://www.thoughtco.com/thmb/IiLtSwcnHce8uM4rjDGhiff7Cp0=/1280x521/filters:no_upscale():max_bytes(150000):strip_icc()/acanthopholisEC2-58b9c4cf5f9b58af5ca4fe98.jpg
"Aletopelta (Greek for ""wandering shield""); pronounced ah-LEE-toe-PELL-ta",Woodlands of southern North America,Late Cretaceous (80-70 million years ago),About 20 feet long and one ton,Plants,https://www.thoughtco.com/thmb/hiVaqKQv2pGLsr0LnNShNAK9NhE=/800x329/filters:no_upscale():max_bytes(150000):strip_icc()/aletopeltaEC-58b9a4b23df78c353c13c5b9.jpg
"Animantarx (Greek for ""living fortress""); pronounced AN-ih-MAN-tarks",Woodlands of North America,Middle-Late Cretaceous (100-90 million years ago),"About 10 feet long and 1,000 pounds",Plants,https://www.thoughtco.com/thmb/P30yvNJoe4I4JlaMqOwxnK0cBNI=/800x533/filters:no_upscale():max_bytes(150000):strip_icc()/animantarxWC-58b9b3255f9b58af5c9b408c.jpg
"Anodontosaurus (Greek for ""toothless lizard""); pronounced ANN-oh-DON-toe-SORE-us",Woodlands of North America,Late Jurassic (75-65 million years ago),About 20 feet long and two tons,Plants,https://www.thoughtco.com/thmb/2JH4Q1kTQGCLxGFdaNVfx_oViTU=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/ankylosaurusWC4-58b9ac223df78c353c21ca35.JPG
"Antarctopelta (Greek for ""Antarctic shield""); pronounced ant-ARK-toe-PELL-tah",Woodlands of Antarctica,Middle Cretaceous (100-95 million years ago),About 13 feet long; weight unknown,Plants,https://www.thoughtco.com/thmb/12et2rCZfdP-Gka2nAdn2-OC6-c=/800x540/filters:no_upscale():max_bytes(150000):strip_icc()/antarctopeltaAB-58b9a58f3df78c353c15098d.jpg
"Dracopelta (Greek for ""dragon shield""); pronounced DRAY-coe-PELL-tah",Woodlands of western Europe,Late Jurassic (150 million years ago),About six feet long and 200-300 pounds,Plants,https://www.thoughtco.com/thmb/CYXPHfWKdOSoxrYuIoGRohBtlWY=/519x329/filters:no_upscale():max_bytes(150000):strip_icc()/dracopeltaGE-58b9c4ad3df78c353c3557ba.jpg
"Dyoplosaurus (Greek for ""double-armored lizard""); pronounced DIE-oh-ploe-SORE-us",Woodlands of North America,Late Cretaceous (80-75 million years ago),About 15 feet long and one ton,Plants,https://www.thoughtco.com/thmb/4GbMMDhyepzCyP6MuB6U0B8uEC8=/1000x750/filters:no_upscale():max_bytes(150000):strip_icc()/dyoplosaurusSA-58b9c4a95f9b58af5ca4d1a5.jpg
"Europelta (Greek for ""European shield""); pronounced YOUR-oh-PELL-tah",Woodlands of western Europe,Middle Cretaceous (110-100 million years ago),About 15 feet long and two tons,Plants,https://www.thoughtco.com/thmb/WE1yJuO7_F8KPAS4hKjxG38mlvE=/479x222/filters:no_upscale():max_bytes(150000):strip_icc()/europeltaAT-58b9c49c5f9b58af5ca4c246.png
"Gargoyleosaurus (Greek for ""gargoyle lizard""); pronounced GAR-goil-oh-SORE-us",Woodlands of North America,Late Jurassic (155-145 million years ago),About 10 feet long and one ton,Plants,https://www.thoughtco.com/thmb/ZaUEcxz9jpoRUHO3avMJvQ5wDxw=/800x373/filters:no_upscale():max_bytes(150000):strip_icc()/gargoyleosaurusNAMAL-58b9c4985f9b58af5ca4becf.jpg
"Gastonia (""Gaston's lizard,"" after paleontologist Rob Gaston); pronounced gas-TOE-nee-ah",Woodlands of North America,Early Cretaceous (125 million years ago),About 15 feet long and one ton,Plants,https://www.thoughtco.com/thmb/nNuWXztB-zcCr8jctFX1NH6sR1s=/1783x1386/filters:no_upscale():max_bytes(150000):strip_icc()/gastoniaWC-58b9b1fb5f9b58af5c9aad83.jpg
"Gobisaurus (Greek for ""Gobi Desert lizard""); pronounced GO-bee-SORE-us",Plains of central Asia,Late Cretaceous (100-90 million years ago),About 20 feet long and 1-2 tons,Plans,https://www.thoughtco.com/thmb/ioSfaTdgGgdXOPRp_6coR3LZZ-w=/490x265/filters:no_upscale():max_bytes(150000):strip_icc()/gobisaurusTU-58b9c48e3df78c353c3532be.gif
"Hoplitosaurus (Greek for ""Hoplite lizard""); pronounced HOP-lie-toe-SORE-us",Woodlands of North America,Early Cretaceous (130-125 million years ago),About 10 feet long and half a ton,Plants,https://www.thoughtco.com/thmb/nPDVw09VF1pM5wtjlCsRVBl3YaI=/4039x1969/filters:no_upscale():max_bytes(150000):strip_icc()/hoplitosaurusGE-58b9c4883df78c353c352c31.jpg
"Hungarosaurus (Greek for ""Hungarian lizard""); pronounced HUNG-ah-roe-SORE-us",Floodplains of central Europe,Late Cretaceous (85 million years ago),"About 12 feet long and 1,000 pounds",Plants,https://www.thoughtco.com/thmb/AqXXvf61aJjHXK6yGFLa6oValNg=/1280x995/filters:no_upscale():max_bytes(150000):strip_icc()/hungarosaurusGH-58b9c4813df78c353c3521b1.jpg
"Hylaeosaurus (Greek for ""forest lizard""); pronounced HIGH-lay-oh-SORE-us",Woodlands of western Europe,Early Cretaceous (135 million years ago),"About 20 feet long and 1,000-2,000 pounds",Plants,https://www.thoughtco.com/thmb/tUuqdE0WP6sji3oFyz1g7jRa-oM=/800x553/filters:no_upscale():max_bytes(150000):strip_icc()/hylaeosaurusWC-58b9c47d5f9b58af5ca49c34.jpg
"Liaoningosaurus (Greek for ""Liaoning lizard""); pronounced LEE-ow-NING-oh-SORE-us",Woodlands of Asia,Early Cretaceous (125-120 million years ago),Unknown for adult; juvenile measured two feet from head to tail,Plants,https://www.thoughtco.com/thmb/dyY3VoMgCai6G-BCvR6_a3l6x9c=/450x273/filters:no_upscale():max_bytes(150000):strip_icc()/liaoningosaurusWC-58b9c4783df78c353c351883.jpg
"Minotaurasaurus (Greek for ""Minotaur lizard""); pronounced MIN-oh-TORE-ah-SORE-us",Plains of central Asia,Late Cretaceous (80 million years ago),About 12 feet long and half a ton,Plants,https://www.thoughtco.com/thmb/EQmuCGofMHnUCaEm5oJ1l3CotLI=/740x599/filters:no_upscale():max_bytes(150000):strip_icc()/minotaurasaurusNT-58b9c4703df78c353c350ffe.jpg
"Nodosaurus (Greek for ""knobby lizard""); pronounced NO-doe-SORE-us",Woodlands of North America,Middle Cretaceous (110-100 million years ago),About 15 feet long and one ton,Plants,https://www.thoughtco.com/thmb/jI0RSGY9KAW_QReyARJLJKdfrwA=/504x353/filters:no_upscale():max_bytes(150000):strip_icc()/nodosaurus-58b9c46d5f9b58af5ca48c96.jpg
"Oohkotokia (Blackfoot for ""large stone""); pronounced OOH-oh-coe-TOE-kee-ah",Woodlands of North America,Late Cretaceous (75 million years ago),About 20 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/H8bmicIR0iisQtjWL_oTj_VuUjA=/660x490/filters:no_upscale():max_bytes(150000):strip_icc()/oohkotokiaWC-58b9c46a5f9b58af5ca48979.jpg
"Palaeoscincus (Greek for ""ancient skink""); pronounced PAL-ay-oh-SKINK-us",Woodlands of North America,Late Cretaceous (75-70 million years ago),Undisclosed,Plants,https://www.thoughtco.com/thmb/SanzHuT8BPXG8OM4aCYsrnurag8=/1998x1500/filters:no_upscale():max_bytes(150000):strip_icc()/palaeoscincusGE-58b9c4653df78c353c350291.jpg
"Panoplosaurus (Greek for ""well-armored lizard""); pronounced PAN-oh-ploe-SORE-us",Woodlands of North America,Late Cretaceous (70 million years ago),About 25 feet long and three tons,Plants,https://www.thoughtco.com/thmb/OUNl5gGXDnKlAny4_gIGUMQmaeE=/800x578/filters:no_upscale():max_bytes(150000):strip_icc()/panoplosaurusWC-58b9c45f5f9b58af5ca47d2e.jpg
"Peloroplites (Greek for ""monstrous Hoplite""); pronounced PELL-or-OP-lih-teez",Woodlands of North America,Middle Cretaceous (100 million years ago),About 18 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/p_rJ7v6DEXAuOS8i9gRON2fWuJA=/1600x1200/filters:no_upscale():max_bytes(150000):strip_icc()/peloroplitesWC-58b9c4575f9b58af5ca477e1.JPG
"Pinacosaurus (Greek for ""plank lizard""); pronounced PIN-ack-oh-SORE-us",Woodlands of central Asia,Late Cretaceous (80 million years ago),About 15 feet long and one ton,Plants,https://www.thoughtco.com/thmb/1W74h8wRIfY81znQnRNQ3W7DVOM=/1200x800/filters:no_upscale():max_bytes(150000):strip_icc()/pinacosaurusWC-58b9c4523df78c353c34f01d.jpg
"Polacanthus (Greek for ""many spikes""); pronounced POE-la-CAN-thuss",Woodlands of Western Europe,Early-Middle Cretaceous (130-110 million years ago),About 12 feet long and one ton,Plants,https://www.thoughtco.com/thmb/HZgtebRUTO38KaiHlihRNZwXrus=/618x436/filters:no_upscale():max_bytes(150000):strip_icc()/polacanthus-58b9c44d3df78c353c34ebe6.jpg
"Saichania (Chinese for ""beautiful""); pronounced SIE-chan-EE-ah",Woodlands of Asia,Late Cretaceous (80-70 million years ago),About 20 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/sOQREdF5wYKMFpwFD02U4ujwJg4=/800x522/filters:no_upscale():max_bytes(150000):strip_icc()/saichaniaWC2-58b9c4495f9b58af5ca466ea.jpg
"Sarcolestes (Greek for ""flesh thief""); pronounced SAR-co-LESS-tease",Woodlands of Western Europe,Middle Jurassic (165-160 years ago),"About 10 feet long and 500-1,000 pounds",Plants,https://www.thoughtco.com/thmb/zmlybJdrrHasALqHH_lCiBnj-2s=/640x224/filters:no_upscale():max_bytes(150000):strip_icc()/sarcolestesWC-58b9c4455f9b58af5ca461ca.jpg
"Sauropelta (Greek for ""lizard shield""); pronounced SORE-oh-PELT-ah",Woodlands of North America,Middle Cretaceous (120-110 million years ago),About 15 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/zrYcB6E2CEhMuzk54PpQcQc2DgQ=/600x360/filters:no_upscale():max_bytes(150000):strip_icc()/sauropelta-58b9c4423df78c353c34dc95.png
"Scolosaurus (Greek for ""pointed stake lizard""); pronounced SCO-low-SORE-us",Floodplains of North America,Late Cretaceous (75 million years ago),About 20 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/XfF5pZJHIArqG880YNp0Hn9U5Rg=/1024x558/filters:no_upscale():max_bytes(150000):strip_icc()/scolosaurusWC-58b9c4363df78c353c34d1e6.JPG
"Shamosaurus (""Shamo lizard,"" after the Mongolian name for the Gobi Desert); pronounced SHAM-oh-SORE-us",Plains of central Asia,Middle Cretaceous (110-100 million years ago),About 20 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/ulpz1_spBwjYVwp-DJtxauSxNsg=/640x253/filters:no_upscale():max_bytes(150000):strip_icc()/shamosaurusNHM-58b9c42f3df78c353c34c78d.jpg
"Struthiosaurus (Greek for ""ostrich lizard""); pronounced STREW-thee-oh-SORE-uus",Woodlands of western Europe,Late Cretaceous (70-65 million years ago),About six feet long and 500 pounds,Plants,https://www.thoughtco.com/thmb/E1KJ9O9i2zpZdwdgNZUvEaud8Zo=/552x308/filters:no_upscale():max_bytes(150000):strip_icc()/struthiosaurusGE-58b9a5e25f9b58af5c848903.jpg
"Talarurus (Greek for ""wicker tail""); pronounced TAH-la-ROO-russ",Floodplains of central Asia,Late Cretaceous (95-90 million years ago),About 20 feet long and one ton,Plants,https://www.thoughtco.com/thmb/1YU1UM3DYn5sbuvj2t6ioJ-gyhc=/900x554/filters:no_upscale():max_bytes(150000):strip_icc()/AAtalarurus-58b9c4073df78c353c348f42.jpg
