url,marque,id_variante,designation,reference,descriptif,atribute,attribute_value,prix_promo_unit,ref_price_unit,qty_dgrsf_1,qty_dgrsf_2,prix_prom_dgrsf_1,prix_prom_dgrsf_2
https://www.megadental.fr/doseur-pompe-bouteille-dental-excellence.html,,35141,DOSEUR POMPE BOUTEILLE (Dental excellence),,,contenance,2 L,9.9,9.9,1,,9.9,
https://www.megadental.fr/bacs-de-decontamination-fraise-mmcx.html,,34397,BACS DE DECONTAMINATION FRAISE (MMCX),,Bac en plastique avec panier amovible et couvercle spécialement adaptés aux fraises et aux instruments canalaires.Autoclavable jusqu'à 135°C. Dimensions : Hauteur : 85 mm.Largeur : 89 mm.Capacité : 0 25 L.,couleur,Rose,2.5,9.9,1,,2.5,
https://www.megadental.fr/bacs-de-decontamination-fraise-mmcx.html,,34397,BACS DE DECONTAMINATION FRAISE (MMCX),,Bac en plastique avec panier amovible et couvercle spécialement adaptés aux fraises et aux instruments canalaires.Autoclavable jusqu'à 135°C. Dimensions : Hauteur : 85 mm.Largeur : 89 mm.Capacité : 0 25 L.,couleur,Transparent,2.5,9.9,1,,2.5,
https://www.megadental.fr/bacs-de-decontamination-fraise-mmcx.html,,34397,BACS DE DECONTAMINATION FRAISE (MMCX),,Bac en plastique avec panier amovible et couvercle spécialement adaptés aux fraises et aux instruments canalaires.Autoclavable jusqu'à 135°C. Dimensions : Hauteur : 85 mm.Largeur : 89 mm.Capacité : 0 25 L.,couleur,Bleu,2.5,9.9,1,,2.5,
https://www.megadental.fr/micro-10-excel-unident.html,,36487,MICRO 10 EXCEL ( UNIDENT),,Concentré désinfectant et nettoyant de nouvelle génération pour le traitement des instruments dentaires et des fraises.Peut être utilisé en bac de trempage ou en bac à ultrasons.Avantages : • Dilution très économique • Pouvoir détergent renforcé• Excellente propriété microbiologique en seulement 10 min• Formule sans chlore qui vous assure une comptabilité matériaux et propriétés anticorrosion sans précédent.Caractéristiques techniques : • Conforme aux normes européennes• Couleur : Bleu • Parfum : Menthe fraîche Guide d'utilisation : 1. Diluer Micro 10 Excel dans un bac de trempage à 1% ou 2% (10ml ou 20ml pour 1L d'eau)2. Immerger les instruments dans la solution. Laisser agir pendant le temps de contact requis  selon l'efficacité recherchée.3. Retirer les instruments de la solution avec précaution et les inspecter. Les brosser si nécessaire pour enlever tous résidus visibles.4. Rincer les instruments à l'eau courante ou par immersion.5. Sécher les instruments avec un essuie-tout jetable propre et les préparer à la stérilisation.  ,contenance,1 L,22.5,45,1,2,37.1,22.5
https://www.megadental.fr/micro-10-excel-unident.html,,36487,MICRO 10 EXCEL ( UNIDENT),,Concentré désinfectant et nettoyant de nouvelle génération pour le traitement des instruments dentaires et des fraises.Peut être utilisé en bac de trempage ou en bac à ultrasons.Avantages : • Dilution très économique • Pouvoir détergent renforcé• Excellente propriété microbiologique en seulement 10 min• Formule sans chlore qui vous assure une comptabilité matériaux et propriétés anticorrosion sans précédent.Caractéristiques techniques : • Conforme aux normes européennes• Couleur : Bleu • Parfum : Menthe fraîche Guide d'utilisation : 1. Diluer Micro 10 Excel dans un bac de trempage à 1% ou 2% (10ml ou 20ml pour 1L d'eau)2. Immerger les instruments dans la solution. Laisser agir pendant le temps de contact requis  selon l'efficacité recherchée.3. Retirer les instruments de la solution avec précaution et les inspecter. Les brosser si nécessaire pour enlever tous résidus visibles.4. Rincer les instruments à l'eau courante ou par immersion.5. Sécher les instruments avec un essuie-tout jetable propre et les préparer à la stérilisation.  ,contenance,"2,5 L",45,90,1,2,90,45
https://www.megadental.fr/ultra-clean-desinfectant-fraises-cybertech.html,,37763,ULTRA CLEAN DESINFECTANT FRAISES  (CYBERTECH),,"Solution prête à l’emploi pour la désinfection et le nettoyage des fraises
et autres instruments rotatifs en bac à ultrasons.  Avantages :• Prêt à l’emploi• Bactéricide• Lévuricide• Tuberculocide• Protège contre la corrosion• Parfum agréable Caractéristiques Techniques :• Spectre d’action : Bactéricide incl. SARM  tuberculoïde  levuricide  désactivant viral incl.
VHB  VIH  VHC  VDVB• Temps d’action : Bactéricide incl. SARM 
levuricide : 5 min• Efficace contre tous les virus enveloppés incl. VHB  VIH  VHC  virus de la
grippe : 5 min• DM Classe IIB• Organisme notifié : 0473• Conditionnement : flacon de 2L ou bidon de 5LPrésentation de la marque Cybertech : ",contenance,5 L,26.2,52.4,1,,26.2,
https://www.megadental.fr/ultra-clean-desinfectant-fraises-cybertech.html,,37763,ULTRA CLEAN DESINFECTANT FRAISES  (CYBERTECH),,"Solution prête à l’emploi pour la désinfection et le nettoyage des fraises
et autres instruments rotatifs en bac à ultrasons.  Avantages :• Prêt à l’emploi• Bactéricide• Lévuricide• Tuberculocide• Protège contre la corrosion• Parfum agréable Caractéristiques Techniques :• Spectre d’action : Bactéricide incl. SARM  tuberculoïde  levuricide  désactivant viral incl.
VHB  VIH  VHC  VDVB• Temps d’action : Bactéricide incl. SARM 
levuricide : 5 min• Efficace contre tous les virus enveloppés incl. VHB  VIH  VHC  virus de la
grippe : 5 min• DM Classe IIB• Organisme notifié : 0473• Conditionnement : flacon de 2L ou bidon de 5LPrésentation de la marque Cybertech : ",contenance,2 L,12.4,22.8,1,,12.4,
https://www.megadental.fr/desinfection-fraises-profection.html,,35062,DESINFECTION FRAISES (PROFECTION),,"Nettoyage et
désinfection des fraises  instruments rotatifs et à canaux.Avantages :• Compatible avec : nickel  titane  carbure de tungstène  aluminium... Caractéristiques Techniques :• Conditionnement : flacon de 2L ou bidon de 5L• Composition de N  N-didécyl-N 
N-diméthyllammonium  tensioactifs non ioniques  agent séquestrant  parfum 
colorant  excipients.• Présentation de la marque Profection : • Propriétés microbiologiques : Bactéricide en 5 min  20°c
(EN 1040  EN 13727+A1  EN 14561). Levuricide en 15min  20°c (EN
1275  EN 14562) Tuberculocide en 60min  20)c (EN 14348  EN 14563). Actif en
5min  20àc  sur PRV (virus modèle HBV)  Herpesvirus. BVDV (virus modèle HCV) 
Vaccinia virus. Virucide : HIV",contenance,5 L,28.9,55.9,1,2,29.9,28.9
https://www.megadental.fr/desinfection-fraises-profection.html,,35062,DESINFECTION FRAISES (PROFECTION),,"Nettoyage et
désinfection des fraises  instruments rotatifs et à canaux.Avantages :• Compatible avec : nickel  titane  carbure de tungstène  aluminium... Caractéristiques Techniques :• Conditionnement : flacon de 2L ou bidon de 5L• Composition de N  N-didécyl-N 
N-diméthyllammonium  tensioactifs non ioniques  agent séquestrant  parfum 
colorant  excipients.• Présentation de la marque Profection : • Propriétés microbiologiques : Bactéricide en 5 min  20°c
(EN 1040  EN 13727+A1  EN 14561). Levuricide en 15min  20°c (EN
1275  EN 14562) Tuberculocide en 60min  20)c (EN 14348  EN 14563). Actif en
5min  20àc  sur PRV (virus modèle HBV)  Herpesvirus. BVDV (virus modèle HCV) 
Vaccinia virus. Virucide : HIV",contenance,2 L,14.9,24.9,1,,14.9,
https://www.megadental.fr/indicateur-de-sterilisation-bvf.html,,35990,INDICATEUR DE STÉRILISATION (BVF),,,modele,Indicateur prion,37.5,43.7,1,,37.5,
https://www.megadental.fr/indicateur-de-sterilisation-bvf.html,,35990,INDICATEUR DE STÉRILISATION (BVF),,,modele,Indicateur standard,29.5,35,1,,29.5,
https://www.megadental.fr/indicateurs-de-sterilisation-medistock.html,,35991,INDICATEURS DE STÉRILISATION (MEDISTOCK),,Test composé d’une bandelette (8 cm x 4 cm)Vire du bleu clair au vert foncé de façon progressive lorsque les conditions minimales sont atteintes.Avantages :• Change de couleur en fonction de 3 paramètres : température  temps et vapeur d'eau saturéeCaractéristiques techniques :• Conditionnement de vente : la boite de 250• Type de test : Prion ou standard • Test conforme aux normes  EN867-1 (classe B) et ISO 1114 0-1 (classe 6)  93/42/CEE.,type_test,Prion,28.9,63.9,1,3,38.9,28.9
https://www.megadental.fr/indicateurs-de-sterilisation-medistock.html,,35991,INDICATEURS DE STÉRILISATION (MEDISTOCK),,Test composé d’une bandelette (8 cm x 4 cm)Vire du bleu clair au vert foncé de façon progressive lorsque les conditions minimales sont atteintes.Avantages :• Change de couleur en fonction de 3 paramètres : température  temps et vapeur d'eau saturéeCaractéristiques techniques :• Conditionnement de vente : la boite de 250• Type de test : Prion ou standard • Test conforme aux normes  EN867-1 (classe B) et ISO 1114 0-1 (classe 6)  93/42/CEE.,type_test,Standard,29.9,49.9,1,3,35.5,29.9
https://www.megadental.fr/integrateurs-tst-brownie.html,,36074,Intégrateurs TST (Brownie),,Intégrateur 3 paramètres (temps  température et vapeur d’eau saturée) pour stérilisateur à vapeur d’eau.Indicateur émulateur 3 paramètres aux sens de la définition des normes NF EN867-1 (classe D) et ISO 11140-1 (classe 6  la plus performante) et contrôlée par les tests de performances selon la norme. ISO111401-2 virage colorimétrique du jaune au bleu lorsque les 3 paramètres sont atteints.Intégrateur TST 3702 : contrôles physico-chimiques selon les exigences de la circulaire 672.  cycle standard type :121°C - 20 min et 134°C - 10 min. Dimensions 72 X 23 mm.Intégrateur TST 3706 : contrôles physico-chimiques selon les exigences des circulaires 672 et 238. Cycle 134°C : 18 mn. Dimensions : 72 X 24 mm.Boîte de 200.Dispositif médical marqué CE. Date de péremption : 3 ans.,dimension_taille,72 x 23 mm,94.9,94.9,1,,94.9,
https://www.megadental.fr/marqueurs-isp-pr-emballages-de-ster-bvf.html,,36424,MARQUEURS ISP PR EMBALLAGES DE STER (BVF),,,couleur,Rouge,114.6,114.6,1,,114.6,
https://www.megadental.fr/marqueurs-isp-pr-emballages-de-ster-bvf.html,,36424,MARQUEURS ISP PR EMBALLAGES DE STER (BVF),,,couleur,Noir,114.6,114.6,1,,114.6,
https://www.megadental.fr/tests-bowie-dick-medistock.html,,37609,TESTS BOWIE-DICK (MEDISTOCK),,Permet de contrôler le fonctionnement des autoclaves à vapeur d'eau et de tester sa capacité à stériliser les objets poreux. Test quotidien en début de journée.Avantages : • A usage unique • Lecture facile• Prêt à l'emploi Caractéristiques techniques :• Conformes aux normes EN867-1 et EN867-4.• Cycle : 134°C - 3 5 mn.• Validité 5 ans.,contenance,Boîte de 15,92.05,92.05,1,,92.05,
https://www.megadental.fr/tests-bowie-dick-medistock.html,,37609,TESTS BOWIE-DICK (MEDISTOCK),,Permet de contrôler le fonctionnement des autoclaves à vapeur d'eau et de tester sa capacité à stériliser les objets poreux. Test quotidien en début de journée.Avantages : • A usage unique • Lecture facile• Prêt à l'emploi Caractéristiques techniques :• Conformes aux normes EN867-1 et EN867-4.• Cycle : 134°C - 3 5 mn.• Validité 5 ans.,contenance,Boîte de 20,69.8,85.9,1,2,78.4,69.8
https://www.megadental.fr/bowie-dick-profection.html,,37897,BOWIE & DICK (PROFECTION),,Test ayant pour but de contrôler le bon fonctionnement des autoclaves à vapeur d'eau et l'efficacité de la stérilisation des objets poreux. Présentation de la marque Profection : Caractéristiques techniques :• Respecte la norme EN ISO 11140-1 • Plusieurs modèles disponible ,modele,Cassette métal,65,71,1,,65,
https://www.megadental.fr/bowie-dick-profection.html,,37897,BOWIE & DICK (PROFECTION),,Test ayant pour but de contrôler le bon fonctionnement des autoclaves à vapeur d'eau et l'efficacité de la stérilisation des objets poreux. Présentation de la marque Profection : Caractéristiques techniques :• Respecte la norme EN ISO 11140-1 • Plusieurs modèles disponible ,modele,Recharge,24.95,59,1,2,35.9,24.95
https://www.megadental.fr/bowie-dick-profection.html,,37897,BOWIE & DICK (PROFECTION),,Test ayant pour but de contrôler le bon fonctionnement des autoclaves à vapeur d'eau et l'efficacité de la stérilisation des objets poreux. Présentation de la marque Profection : Caractéristiques techniques :• Respecte la norme EN ISO 11140-1 • Plusieurs modèles disponible ,modele,Kit,69.9,149,1,,69.9,
https://www.megadental.fr/adhesifs-indicateurs-dental-excellence.html,,34201,ADHÉSIFS INDICATEURS (Dental excellence),,Ruban adhésif pour fermer les gaines et les sachets.Avantages : • Indicateur coloré • Pour autoclaveCaractéristiques techniques :• Conditionnement de vente : Rouleau de 50 m• Plusieurs dimensions possible ,dimension_taille,"Longueur 50 m, Largeur 12 mm",6.5,6.5,1,,6.5,
https://www.megadental.fr/adhesifs-indicateurs-dental-excellence.html,,34201,ADHÉSIFS INDICATEURS (Dental excellence),,Ruban adhésif pour fermer les gaines et les sachets.Avantages : • Indicateur coloré • Pour autoclaveCaractéristiques techniques :• Conditionnement de vente : Rouleau de 50 m• Plusieurs dimensions possible ,dimension_taille,"Longueur 50 m, Largeur  25 mm",9.5,9.5,1,,9.5,
https://www.megadental.fr/adhesifs-indicateurs-dental-excellence.html,,34201,ADHÉSIFS INDICATEURS (Dental excellence),,Ruban adhésif pour fermer les gaines et les sachets.Avantages : • Indicateur coloré • Pour autoclaveCaractéristiques techniques :• Conditionnement de vente : Rouleau de 50 m• Plusieurs dimensions possible ,dimension_taille,"Longueur 50 m, Largeur 19 mm",7.9,7.9,1,,7.9,
https://www.megadental.fr/steri-feuilles-bleues-500.html,,37491,STERI-FEUILLES BLEUES (500),,Papier crêté bleu pour cassettes. Après avoir ouvert la cassette emballée  vous disposerez d'un champ stérile ou d'un bavoir. Avantages : • Indicateur coloré • Spécial autoclave Caractéristiques techniques :• Conditionnement de vente : la boite de 500• Plusieurs dimensions disponible ,dimension_taille,60x60,102.8,112.25,1,2,112.25,102.8
https://www.megadental.fr/steri-feuilles-bleues-500.html,,37491,STERI-FEUILLES BLEUES (500),,Papier crêté bleu pour cassettes. Après avoir ouvert la cassette emballée  vous disposerez d'un champ stérile ou d'un bavoir. Avantages : • Indicateur coloré • Spécial autoclave Caractéristiques techniques :• Conditionnement de vente : la boite de 500• Plusieurs dimensions disponible ,dimension_taille,45x45,49.3,69.55,1,,49.3,
https://www.megadental.fr/sachets-eurostil-auto-adhesifs-euronda.html,,37283,SACHETS EUROSTIL AUTO-ADHESIFS (EURONDA),,"Sachets de
stérilisation 1 face papier et 1 face plastique  avec indicateur.Auto-adhésif.Pour une utilisation
autoclave. La boîte de 200 sachets.",dimension_taille,190 x 330 mm,51.45,68.15,1,,51.45,
https://www.megadental.fr/sachets-eurostil-auto-adhesifs-euronda.html,,37283,SACHETS EUROSTIL AUTO-ADHESIFS (EURONDA),,"Sachets de
stérilisation 1 face papier et 1 face plastique  avec indicateur.Auto-adhésif.Pour une utilisation
autoclave. La boîte de 200 sachets.",dimension_taille,140 x 250 mm,28.5,38.1,1,,28.5,
https://www.megadental.fr/sachets-eurostil-auto-adhesifs-euronda.html,,37283,SACHETS EUROSTIL AUTO-ADHESIFS (EURONDA),,"Sachets de
stérilisation 1 face papier et 1 face plastique  avec indicateur.Auto-adhésif.Pour une utilisation
autoclave. La boîte de 200 sachets.",dimension_taille,90 x 250 mm,22.6,25.45,1,3,25.45,22.6
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,100X250MM,3.07,6.15,1,2,6.15,3.07
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,270X450MM,15.42,30.85,1,2,30.85,15.42
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,100X150MM,2.3,4.6,1,2,4.6,2.3
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,150X200MM,5.12,10.25,1,2,10.25,5.12
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,75X200MM,3.07,6.15,1,2,6.15,3.07
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,160X330MM,8.97,17.95,1,2,17.95,8.97
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,100X300MM,6.4,12.8,1,2,12.8,6.4
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,420X500MM,30.87,61.75,1,2,61.75,30.87
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,320X520MM,22.12,44.25,1,2,44.25,22.12
https://www.megadental.fr/sachets-sterilsop-sx-hartmann.html,,37287,SACHETS STERILSOP SX (HARTMANN),,"Emballages de stérilisation thermoscellables spécialement
conçus pour la stérilisation à la chaleur humide. Les sachets STERILSOP SX sont
des sachets plats pelable : une face en papier avec indicateurs de
stérilisation  une face en complexe rose transparent.Les sachets Sterilsop ® SX sont destinés à être utilisés
comme systèmes de barrière stérile pour le conditionnement du linge médical  du
matériel médico chirurgical  d'articles de pansements...Ils répondent à 3 fonctions principales : perméabilité à
l'agent stérilisant  maintien de la stérilité du contenu  extraction aseptique
du matériel stérilisé.",dimension_taille,210X350MM,10.8,21.6,1,2,21.6,10.8
https://www.megadental.fr/sachets-ste-surecheck-crosstex.html,,37288,SACHETS STE SURECHECK (CROSSTEX),,"Témoin de
stérilisation à l'intérieur du sachet. 
Pochettes auto adhésives.
3 soudures plus un quatrième à l'extrémité pour éviter que les instruments
pointus percent le sachet. 
Indicateurs chimiques multi variables internes/ externes qui ne changent de
couleur qu’en présence des trois critères de stérilisation : durée  température 
vapeur. 
Ouverture facile. ",dimension_taille,6 x 10 cm,19.85,25.4,1,,19.85,
https://www.megadental.fr/sachets-ste-surecheck-crosstex.html,,37288,SACHETS STE SURECHECK (CROSSTEX),,"Témoin de
stérilisation à l'intérieur du sachet. 
Pochettes auto adhésives.
3 soudures plus un quatrième à l'extrémité pour éviter que les instruments
pointus percent le sachet. 
Indicateurs chimiques multi variables internes/ externes qui ne changent de
couleur qu’en présence des trois critères de stérilisation : durée  température 
vapeur. 
Ouverture facile. ",dimension_taille,7 x 23 cm,29,29,1,,29,
https://www.megadental.fr/sachets-hygofol-a-souder-durr-dental.html,,37284,SACHETS HYGOFOL À SOUDER (DURR DENTAL),,Sachets destérilisation avec indicateur de stérilisation pour chemiclave ou autoclave. La boîte de 500 sachets.,dimension_taille,"7,5 x 30 cm",56.6,70.85,1,,56.6,
https://www.megadental.fr/sachets-hygofol-a-souder-durr-dental.html,,37284,SACHETS HYGOFOL À SOUDER (DURR DENTAL),,Sachets destérilisation avec indicateur de stérilisation pour chemiclave ou autoclave. La boîte de 500 sachets.,dimension_taille,15 x 30 cm,92.4,115.6,1,,92.4,
https://www.megadental.fr/sachets-hygofol-a-souder-durr-dental.html,,37284,SACHETS HYGOFOL À SOUDER (DURR DENTAL),,Sachets destérilisation avec indicateur de stérilisation pour chemiclave ou autoclave. La boîte de 500 sachets.,dimension_taille,10 x 30 cm,64.9,79.6,1,,64.9,
https://www.megadental.fr/zeta-roll-zhermack.html,,37883,ZETA ROLL (ZHERMACK),,Zeta Roll sont des gaines pour la stérilisation en autoclave. • Entièrement conforme aux normes EN 868  ISO 11140 et ISO 11607.• Haute résistance au déchirement et à la perforation.• Efficacité : excellente pénétration de l’agent vaporisant ou gazeux stérilisant.• Protection : excellente protection contre les microbes  grâce aux multiples coutures latérales renforcées et aux canaux uniformes imperméables.• Confort de l’utilisateur : indication claire du succès de la stérilisation grâce au changement de couleur évidente des indicateurs de processus de vapeur et de gaz.,dimension_taille,75 X 200,17.6,17.6,1,,17.6,
