url,marque,id_variante,designation,reference,descriptif,atribute1,attribute_1_value,atribute2,attribute_2_value,atribute3,attribute_3_value,prix_promo_unit,ref_price_unit,qty_dgrsf_1,qty_dgrsf_2,prix_prom_dgrsf_1,prix_prom_dgrsf_2
https://www.megadental.fr/sachets-duo-check-crosstex.html,CROSSTEX ,37282,SACHETS DUO-CHECK (CROSSTEX),2320-001,"Sachets autocollants nylon/papier avec une face transparente et des
indicateurs interne et externe. Fermeture plus solide pour éviter la pénétration des instruments.Large bande adhésive autocollante : permet une fermeture sûre et garantit
la stérilité du contenu. 







La boîte de 200 sachets.",dimension_taille,9 x 13 cm,contenance,200 sachets, , ,21.5,22.6,1,3,22.6,21.5
https://www.megadental.fr/sachets-duo-check-crosstex.html,CROSSTEX ,37282,SACHETS DUO-CHECK (CROSSTEX),2320-001,"Sachets autocollants nylon/papier avec une face transparente et des
indicateurs interne et externe. Fermeture plus solide pour éviter la pénétration des instruments.Large bande adhésive autocollante : permet une fermeture sûre et garantit
la stérilité du contenu. 







La boîte de 200 sachets.",dimension_taille,25 x 38 cm,contenance,100 sachets, , ,61.5,64,1,2,64,61.5
https://www.megadental.fr/detergents-pour-thermodesinfecteur-dentalzym-5-951-9668.html,smeg,2499,DETERGENTS POUR THERMODESINFECTEUR DENTALZYM 5,1880-173,Dentalzym  5 est un produit adapté au lavage de l’instrumentation dentaire dans  les laveurs-thermodésinfecteurs Smeg et est compatible avec les machines utilisant le DentalNE5 précédemment. (bidons de 5 litres pour thermodésinfecteur 60 cm et bidons de 1 litre pour thermodésinfecteur 45 cm)Le produit est enzymatique.Liquide de nettoyage Dentalzyme5 : détergent liquide faiblement alcalin pour le lavage délicat des PM  CA et instruments en titane  aluminium et acier inox., , , , , , ,149,149,,,,
https://www.megadental.fr/secheur-cyclonic-13l-encastrable-gs12-e-gamasonic-883-1816.html,gamasonic,20358,SECHEUR CYCLONIC 13L  ENCASTRABLE GS12-E GAMASONIC,3038-005,"Sécheurs
pour instrumentation - indépendants ou encastrés.", , , , , , ,1646.35,1646.35,,,,
https://www.megadental.fr/cartouche-blanche-rech-demineralisateur-ak-23-hmce-886-7374.html,hmce,19266,CARTOUCHE BLANCHE RECH DEMINERALISATEUR AK 23 HMCE,9596-008,, , , , , , ,192.9,192.9,,,,
https://www.megadental.fr/soudeuse-melaseal-100-confort----melag-881-9610.html,melag,20905,SOUDEUSE MELASEAL 100+ CONFORT               MELAG,1832-003,"Soudeuse à Impulsion livrée complète avec support rouleaux «
confort » ou « standard ». Rampe de chauffe en aluminium. Contrôle des durées de scellage par avertisseur sonore et
visuel. Contrôle des températures de scellage par témoin lumineux. Scelle en 3 secondes tout emballage  conforme aux NF EN 868-5
et DIN 58953-7.Contrôle automatique de la pression. Réglage thermostatique. Levier de commande à droite ou à gauche. Possibilité de couper et souder simultanément.", , , , , , ,1066.05,1066.05,,,,
https://www.megadental.fr/dac-premium-18-4l-6526920-----sirona-893-0391.html,dentsply-sirona,27934,DAC PREMIUM 18.4L  6526920                  SIRONA,2513-015,"Le DAC PREMIUM dispose
d'une chambre de stérilisation à double parois (technologie Twin-Chamber) : la
chambre est préchauffée avec la vapeur qui servira ensuite à la stérilisation.  Aucun chauffage
électrique des parois n'est ainsi nécessaire pour des économies de temps et
d'énergie et une protection fiable et juridique grâce à une stérilisation de
grande qualité. Grâce à un très grand
écran tactile couleur  le guidage par menu est tellement intuitif que les
erreurs d'utilisation appartiennent maintenant au passé. Les réglages
s'effectuent rapidement et en toute simplicité.  Dimensions : L47 x H56.5
x P57.5 cm. Volume de la chambre :
18.4 Litres (diam 25 cm /
profondeur 35 cm) Poids (vide) : 59 kg. Puissance électrique :
3400W.Cycle Prions : 38 min (+
12 min de séchage).Cycles test visibles
directement sur l'écran. Equipé de : 1 support de
tableau pour 6 plateaux ou 3 cassettes normalisées- +1 poignée pour plateau + 1
support-plateaux + Carte CF intégrée pour la traçabilité Imprimante
d'étiquettes et lecteur code-barres disponibles et option.", , , , , , ,11802.72,11802.72,,,,
https://www.megadental.fr/ecartes-joues-avec-retenue-linguale-prodont-holliger.html,PRODONT HOLLIGER,35177,ECARTES-JOUES AVEC RETENUE LINGUALE - (PRODONT HOLLIGER),0376-173,Écarteur avec retenue linguale.Stérilisable à 135°C.Caractéristiques techniques : • Conditionnement de vente : l'écarteur • Disponible pour adulte et enfant , , , , , , ,5.35,9.2,1,,5.35,
https://www.megadental.fr/ecartes-joues-avec-retenue-linguale-prodont-holliger.html,PRODONT HOLLIGER,35177,ECARTES-JOUES AVEC RETENUE LINGUALE - (PRODONT HOLLIGER),0376-173,Écarteur avec retenue linguale.Stérilisable à 135°C.Caractéristiques techniques : • Conditionnement de vente : l'écarteur • Disponible pour adulte et enfant , , , , , , ,5.35,9.2,1,,5.35,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Chrome,modele,MZP552, , ,62.5,62.5,1,,62.5,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Titane,modele,MZP521 (Enfant), , ,69,69,1,,69,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Chrome,modele,MZP562, , ,62.5,62.5,1,,62.5,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Titane,modele,MZP541, , ,69,69,1,,69,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Chrome,modele,MZP532, , ,62.5,62.5,1,,62.5,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Titane,modele,MSP551, , ,69,69,1,,69,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Titane,modele,MZP531, , ,69,69,1,,69,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Chrome,modele,MZP522 (Enfant), , ,62.5,62.5,1,,62.5,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Titane,modele,MZP561, , ,69,69,1,,69,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Chrome,modele,MZP512 (Adulte), , ,62.5,62.5,1,,62.5,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Chrome,modele,MZP542, , ,62.5,62.5,1,,62.5,
https://www.megadental.fr/miroirs-photographiques-titane-chrome-prodont-holliger.html,PRODONT HOLLIGER,36543,MIROIRS PHOTOGRAPHIQUES TITANE & CHROME - (PRODONT HOLLIGER),8064-002,Miroirs pour photographies intra-buccales . Leur revêtement haute technologie se décline en 2 versions : Titane ou chrome . Les miroirs bi-faces sont réversibles et résistants aux stérilisations répétées par vapeur et autoclave . DM Classe IFabricant : Prodont,matiere,Titane,modele,MZP511 (Adulte), , ,69,69,1,,69,
https://www.megadental.fr/autoclave-wraps-ims-903-0727.html,hu-friedy,4781,AUTOCLAVE WRAPS IMS,2949-125,Maintient la  cassette stérile pendant environ 30 jours.Papier d 'emballage  pour cassettes IMS.Peuvent servir de  champs stériles.  , , , , , , ,274,371.55,,,,
https://www.megadental.fr/bac-de-decantation---080085---mestra-892-0295.html,mestra,24900,BAC DE DECANTATION           080085         MESTRA,2417-014,"Bac de décantation conçu pour un entretien rapide et pratique.Le plâtre se dépose dans un
sac en plastique. Sa fermeture hermétique évite la propagation de mauvaises
odeurs. Son format a été pensé pour une installation sous l'évier.Fabrication
en PVC résistant.Capacité : 19 L.





Hauteur : 45 cm", , , , , , ,437.03,437.03,,,,
https://www.megadental.fr/silicone-bleu-pour-easy-clip-5-instruments-3-nichrominox-951-2702.html,nichrominox,40501,Silicone Bleu Pour Easy Clip 5 Instruments (3) (NICHROMINOX),4924-173,, , , , , , ,8.05,8.05,,,,
https://www.megadental.fr/ims-bandes-autocoll-sans-plomblatex-hu-friedy-895-4621.html,hu-friedy,32429,IMS BANDES AUTOCOLL. SANS PLOMB/LATEX   HU-FRIEDY,6843-017,Bande de contrôle pour autoclave IMS  sans plomb et sans latex.55 mm par rouleau. 19 mm de large., , , , , , ,27.5,39.1,,,,
https://www.megadental.fr/cle-de-serrage-pour-bidon-979-6278.html,cybertech,28793,CLE DE SERRAGE POUR BIDON,8490-191,, , , , , , ,4.9,4.9,,,,
https://www.megadental.fr/anios-r444-3x1l-anios-950-7795.html,anios,22934,ANIOS R444 3X1L (ANIOS),9917-172,, , , , , , ,114.4,114.4,,,,
https://www.megadental.fr/sonocleaner-17l-table---2017-tr-gamasonic-883-2654.html,gamasonic,20354,SONOCLEANER 17L  TABLE           2017-TR GAMASONIC,4876-005,"Cuves de
nettoyage par ultrasons. ", , , , , , ,3981.98,3981.98,,,,
https://www.megadental.fr/ecarte-joues-enfant-directa-100-3004.html,directa,18877,Ecarte Joues Enfant (DIRECTA),5226-322,Ouvre bouche HAGER & WERKEN - Spandex - Enfant.Le lot de 2., , , , , , ,19.45,19.45,,,,
https://www.megadental.fr/ouvre-bouche-spandex-hager-werken.html,HAGER ET WERKEN,36686,OUVRE-BOUCHE SPANDEX (HAGER & WERKEN),7119-003,, , , , , , ,19.45,19.45,1,,19.45,
https://www.megadental.fr/ouvre-bouche-spandex-hager-werken.html,HAGER ET WERKEN,36686,OUVRE-BOUCHE SPANDEX (HAGER & WERKEN),7119-003,, , , , , , ,15.8,15.8,1,,15.8,
https://www.megadental.fr/md-530-dissolvant-ciment-25l----durr-868-9322.html,d-rr-dental,1911,"MD-530 DISSOLVANT CIMENT (2,5L)               DURR",1544-080,Désinfection et nettoyage des prothèses et des matériaux dentaires.Élimine les ciments  tartres  couches d’oxyde  la nicotine  etc.Nettoie prothèses  bridges  couronnes en métaux précieux  porcelaines et résines ainsi que les plaques de verre.S’utilise également en bac à ultrasons.Contient des acides inorganiques  tensio-actifs  des inhibiteurs de corrosion.Excellente compatibilité avec tous les matériaux.Dilution  prêt à l’emploi., , , , , , ,36.25,36.25,,,,
https://www.megadental.fr/tablette-enfants-yuntab.html,Not Found,37549,TABLETTE ENFANTS (YUNTAB),Not Found,, , , , , , ,79.99,79.99,1,,79.99,
https://www.megadental.fr/md-520-desinfectant-empreintes-25l---durr-872-0004.html,d-rr-dental,2889,"MD-520 DESINFECTANT EMPREINTES (2,5L)         DURR",2226-094,Actif contre le coronavirus.Permet de nettoyer et de désinfecter tous les matériaux de moulage (alginate  silicone  hydroxyde  etc.). prêt à l’emploi. 1 semaine ou 50 empreintes.Bactéricide  Fongicide  Virucide (y compris HBV/ HIV). EN 13727  EN 13624  EN 14348  EN 14476 et EN 14563., , , , , , ,42.9,50.55,,,,
https://www.megadental.fr/films-enfant-d-vinyl-dv54-100---flow-x-ray-dental-excellence-950-2771.html,dental-excellence,8753,FILMS ENFANT D VINYL DV54 (100)         FLOW-X-RAY  (Dental excellence),4993-172,Boîte de 100 films enfant.Produit de très grande qualité et fiabilité  grand confort.Dimensions : 22 x 35 mm.La boîte de 100., , , , , , ,37.9,41.9,1,et,41.9,37.9
https://www.megadental.fr/green-clean-ad-bidon-5l-metasys-891-3785.html,metasys,10964,GREEN & CLEAN AD BIDON 5L - METASYS,5907-013,"Solution
prête à l'emploi pour la désinfection durable par trempage de tous les travaux
prothétiques  de prothèses et moulages dentaires.
Utilisable pour les alginates  le silicone  le polyéther et les
porte-empreintes. Aucune
influence sur la qualité des surfaces ni sur la stabilité dimensionnelle des
matériaux d’empreintes. Prêt à
l’emploi. Conservation du bain de trempage 7 jours.  









Propriétés
microbiologiques : 
Virucide sur virus enveloppés HBV/HIV/HCV/HSV-I  bactéricide  fongicide (C.
albicans)  tuberculocide en 5 mm. Sans formaldéhydes  sans phénols. 
CE-0044.", , , , , , ,66.5,66.5,,,,
https://www.megadental.fr/impresafe-1-litre-cavex-951-6926.html,cavex,20126,IMPRESAFE 1 LITRE (CAVEX),8148-173,, , , , , , ,154.81,154.81,,,,
https://www.megadental.fr/zeta-7-spray-750ml-avec-nebulisseur-zhermack-951-6913.html,zhermack-,19808,ZETA 7 SPRAY 750ML AVEC NEBULISSEUR (ZHERMACK),8135-173,Désinfectant sans aldéhydes  prêt à l'emploi à large spectre d'activité.Parfum citron.ZETA 7 SPRAY est indiqué pour la désinfection rapide de haut niveau d'empreintes en silicone  alginates  polyéthers et polysulfures  en respectant les caractéristiques de stabilité dimensionnelle et de compatibilité avec les plâtres.- Respect des caractéristiques de stabilité dimensionnelle- Prêt à l'emploi - Désinfection rapide de vos empreintes, , , , , , ,18.75,22.2,,,,
https://www.megadental.fr/boitier-de-desinfection-pour-md520---durr-884-5496.html,d-rr-dental,20717,BOITIER DE DESINFECTION POUR MD520            DURR,7618-006,"Boîtier pour
la désinfection et le nettoyage par immersion des empreintes. 
Caractéristiques:
Pour 2 cuillères à empreintes maxi.
S'utilise avec du MD 520.
Désinfection en 5 minutes seulement.", , , , , , ,28.49,28.49,,,,
https://www.megadental.fr/md-535-dissolvant-platre-2-5l-durr-868-5274.html,d-rr-dental,13590,MD 535 DISSOLVANT PLATRE 2.5L - DURR,7496-080,"Elimine les plâtres et les alginates des spatules  des bols  des matériaux
et des prothèses de tout type.Puissance de nettoyage exceptionnelle.Convient à tous les appareils à ultrasons.





Dilution prêt à l’emploi.", , , , , , ,76.65,76.65,,,,
https://www.megadental.fr/go-2011-speed-dissolvant-2l-20120000--renfert-952-1110.html,renfert,21939,GO 2011 SPEED DISSOLVANT 2L 20120000       RENFERT,3332-174,"Dissolvant pour plâtre et alginateUn nettoyage rapide et efficace de différents instruments et d'outils est
possible et ne nécessite que 50% du temps en comparaison avec les dissolvants
conventionnels pour plâtre/alginate • Les résidus tenaces sont éliminés efficacement dans le bain de nettoyage
et encore plus vite à l'aide d'une cuve à ultrasons.







• Solution prête à l'emploi proposée dans un bidon pratique.", , , , , , ,61.99,61.99,,,,
https://www.megadental.fr/rack-pour-porte-empreinte-flex-80110---melag-890-1711.html,melag,24063,RACK POUR PORTE-EMPREINTE FLEX 80110         MELAG,3933-012,Supporte jusqu'à 8 porte-instruments du secteur dentaire ainsi que des ciseaux et des pinces.Les ciseaux et les pinces sont suspendus sur les récifs annulaires.Empilable avec le système Flex  par exemple avec les paniers 1  2  3 et 6., , , , , , ,273.5,273.5,,,,
https://www.megadental.fr/bidon-md520-10-litres-durr-891-9469.html,d-rr-dental,23336,BIDON MD520 10 LITRES  (DURR),1681-013,Solution prête à l'emploi sans formaldéhyde pour la désinfection et le nettoyage des empreintes  travaux prothétiques  articulateurs anticorrosion  etc. Précision accrue du maître modèle en plâtre grâce à son excellent effet nettoyant. Applicable pour les alginates  les silicones  le caoutchouc polyéther  les hydrocolloïdes  les polysulfures. Aucune altération de la stabilité dimensionnelle ou de la compatibilité du plâtre. Répertorié VAH / DGHM. Répertoire ÖGHMP. Répond aux exigences actuelles de la DGHM et aux normes européennes. Spectre d'activité : bactéricide  tuberculocide  levuricide  virucide (virus enveloppés avec VHB  VHC et VIH ainsi que virus non enveloppés tels que les adénovirus  les virus polyomes SV 40  les norovirus et les virus polio. Durée d'exposition 5 minutes dans la méthode du bain d'immersion., , , , , , ,218.95,218.95,,,,
https://www.megadental.fr/doseur-pompe-bouteille-dental-excellence.html,Dental excellence,35141,DOSEUR POMPE BOUTEILLE (Dental excellence),8495-191,, , , , , , ,7.9,7.9,1,,7.9,
https://www.megadental.fr/doseur-pompe-bouteille-dental-excellence.html,Dental excellence,35141,DOSEUR POMPE BOUTEILLE (Dental excellence),8495-191,, , , , , , ,7.9,7.9,1,,7.9,
https://www.megadental.fr/doseur-pompe-bouteille-dental-excellence.html,Dental excellence,35141,DOSEUR POMPE BOUTEILLE (Dental excellence),8495-191,, , , , , , ,9.9,9.9,1,,9.9,
https://www.megadental.fr/distiller-a5-2577-170-dm-dm155.html,a5,33201,Distiller (A5) 2577-170 DM*,DM155,Le distiller assure de l'eau distillée de haute qualité  grâce à une procédure d'ébullition à vapeur d'eau condensée. • Réf: 2577170 Présentation de la marque A5 : , , , , , , ,190,230,,,,
https://www.megadental.fr/safe-st-nettoyant-conc-pr-p-e-1l-9797754-dental-excellence-979-7754.html,dental-excellence,29320,SAFE-ST NETTOYANT CONC. PR P.E. 1L 9797754 (Dental excellence),9976-191,"Concentré liquide pour le nettoyage de dispositifs médicaux tels que les
porte-empreintes  mélangeurs et instruments divers.Convient au nettoyage de tous les métaux corrosifs ainsi qu'aux matériaux
sensibles tels que l'aluminium anodisé.Idéal pour une utilisation en bac à ultrasons.", , , , , , ,21.9,21.9,,,,
https://www.megadental.fr/rack-a-cassettes-a5-2652-177-dm-dm154.html,a5,33200,Rack à cassettes (A5) 2652-177 DM*,2652-177,Le rack est compatible uniquement avec les A5 22 litres. Caractéristiques techniques : - Dimensions des 2 cassettes : 26.8 cm x 17.6 cm x 3.4 cm- Hauteur entre les étagères 7.15 cm. Présentation de la marque A5 : ref : 2652177, , , , , , ,116,116,,,,
https://www.megadental.fr/bacs-de-decontamination-fraise-mmcx.html,MEGAMASTER BY COXO,34397,BACS DE DECONTAMINATION FRAISE (MMCX),2420-174,Bac en plastique avec panier amovible et couvercle spécialement adaptés aux fraises et aux instruments canalaires.Autoclavable jusqu'à 135°C. Dimensions : Hauteur : 85 mm.Largeur : 89 mm.Capacité : 0 25 L., , , , , , ,2.5,9.9,1,,2.5,
https://www.megadental.fr/bacs-de-decontamination-fraise-mmcx.html,MEGAMASTER BY COXO,34397,BACS DE DECONTAMINATION FRAISE (MMCX),2420-174,Bac en plastique avec panier amovible et couvercle spécialement adaptés aux fraises et aux instruments canalaires.Autoclavable jusqu'à 135°C. Dimensions : Hauteur : 85 mm.Largeur : 89 mm.Capacité : 0 25 L., , , , , , ,2.5,9.9,1,,2.5,
https://www.megadental.fr/bacs-de-decontamination-fraise-mmcx.html,MEGAMASTER BY COXO,34397,BACS DE DECONTAMINATION FRAISE (MMCX),2420-174,Bac en plastique avec panier amovible et couvercle spécialement adaptés aux fraises et aux instruments canalaires.Autoclavable jusqu'à 135°C. Dimensions : Hauteur : 85 mm.Largeur : 89 mm.Capacité : 0 25 L., , , , , , ,2.5,9.9,1,,2.5,
https://www.megadental.fr/robinet-de-remplissage-pour-bidon-dental-excellence-979-6276.html,dental-excellence,28791,ROBINET DE REMPLISSAGE POUR BIDON (Dental excellence),8498-191,Robinet de remplissage pour bidon 5 L. , , , , , , ,9.9,9.9,,,,
https://www.megadental.fr/biosonic-coltene.html,COLTENE,34429,BIOSONIC (COLTENE),1313-008,UC30 – Solution de nettoyage hyper concentrée universelle.UC31 – Réduit la corrosion et la rouille des instruments.Le lot de 20 unidoses de 15 ml.UC32 – Solution universelle de nettoyage enzymes provoquent la décomposition des salives tenaces.UC34 – Poudre concentrée pour le nettoyage du plâtre et du tartre.Ne pas utiliser sur de l’aluminium.UC38 – Solution nettoyant et germicide.UC39 – Solution de nettoyage pour les ciments.-Spécial ultrasons,contenance,236 ml,type_produit,Flacon, , ,44.9,46.2,1,2,46.2,44.9
https://www.megadental.fr/biosonic-coltene.html,COLTENE,34429,BIOSONIC (COLTENE),1313-008,UC30 – Solution de nettoyage hyper concentrée universelle.UC31 – Réduit la corrosion et la rouille des instruments.Le lot de 20 unidoses de 15 ml.UC32 – Solution universelle de nettoyage enzymes provoquent la décomposition des salives tenaces.UC34 – Poudre concentrée pour le nettoyage du plâtre et du tartre.Ne pas utiliser sur de l’aluminium.UC38 – Solution nettoyant et germicide.UC39 – Solution de nettoyage pour les ciments.-Spécial ultrasons,contenance,473 ml,type_produit,Flacon doseur, , ,44.9,46.2,1,3,46.2,44.9
